Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Suzuki,2022.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,2022 Suzuki Swift GL Special Edition (qld),NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,20.0,White,"Indooroopilly, QLD",4.0,Hatchback,5.0,5.0,26988.0,Suzuki Swift,1.2,QLD
Nissan,2014.0,Pulsar,Hatchback,2014 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7,131737.0,Black,"West Footscray, VIC",4.0,Hatchback,5.0,5.0,13499.0,Nissan Pulsar,1.8,VIC
Hyundai,2019.0,Santa,SUV,2019 Hyundai Santa FE Highlander Crdi Satin AWD,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5,58392.0,Blue,"Frankston, VIC",4.0,SUV,4.0,7.0,49990.0,Hyundai Santa,2.2,VIC
Subaru,2018.0,Outback,SUV,2018 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3,130413.0,White,"Hendra, QLD",4.0,SUV,4.0,5.0,23990.0,Subaru Outback,2.5,QLD
Nissan,2017.0,Qashqai,SUV,2017 Nissan Qashqai TI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,124625.0,White,"Gatton, QLD",4.0,SUV,4.0,5.0,24990.0,Nissan Qashqai,2.0,QLD
BMW,2014.0,X5,SUV,2014 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.2,127307.0,Black,"Port Melbourne, VIC",6.0,SUV,4.0,5.0,38750.0,BMW X5,3.0,VIC
Volkswagen,2013.0,Golf,Convertible,2013 Volkswagen Golf 118 TSI,USED,Manual,"4 cyl, 1.4 L",Front,Premium,6.6,13777.0,White,"Parkdale, VIC",4.0,Convertible,2.0,4.0,23999.0,Volkswagen Golf,1.4,VIC
Nissan,2022.0,Navara,"Brighton Renault, Suzuki & Nissan New",2022 Nissan Navara SL Warrior (4X4),NEW,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9,15.0,White,"Bentleigh, VIC",4.0,Ute / Tray,4.0,5.0,65800.0,Nissan Navara,2.3,VIC
Isuzu,2020.0,MU-X,SUV,2020 Isuzu MU-X LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9,23503.0,White,"Toowoomba City, QLD",4.0,SUV,4.0,7.0,51900.0,Isuzu MU-X,3.0,QLD
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,66726.0,Silver,"Morningside, QLD",4.0,Hatchback,4.0,5.0,21690.0,Hyundai I30,2.0,QLD
Mitsubishi,2018.0,ASX,SUV,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6,16888.0,White,"Deer Park, VIC",4.0,SUV,4.0,5.0,29990.0,Mitsubishi ASX,2.0,VIC
Land,2017.0,Rover,SUV,2017 Land Rover Range Rover Evoque TD4 (132KW) Landmark Edition,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1,64355.0,Blue,"Kedron, QLD",4.0,SUV,5.0,5.0,55990.0,Land Rover,2.0,QLD
BMW,2016.0,220I,Coupe,2016 BMW 220I M-Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.0,131173.0,Red,"Springwood, QLD",4.0,Coupe,2.0,4.0,23866.0,BMW 220I,2.0,QLD
MG,2021.0,ZST,SUV,2021 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3,23102.0,White,"Pinkenba, QLD",3.0,SUV,5.0,5.0,26990.0,MG ZST,1.3,QLD
MG,2021.0,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,25642.0,White,"Browns Plains, QLD",4.0,SUV,4.0,5.0,23880.0,MG HS,1.5,QLD
Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4,67665.0,White,"Moorabbin, VIC",4.0,Ute / Tray,4.0,5.0,54990.0,Ford Ranger,2.0,VIC
Toyota,2005.0,Landcruiser,SUV,2005 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13.2,293460.0,Silver,"Rocklea, QLD",6.0,SUV,4.0,8.0,14999.0,Toyota Landcruiser,4.0,QLD
Toyota,2014.0,Hilux,Ute / Tray,2014 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3,228000.0,White,"Altona North, VIC",4.0,Ute / Tray,4.0,5.0,32999.0,Toyota Hilux,3.0,VIC
Kia,2014.0,Cerato,Hatchback,2014 Kia Cerato SLI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,134154.0,Black,"Brighton, VIC",4.0,Hatchback,5.0,5.0,18990.0,Kia Cerato,2.0,VIC
Volkswagen,2019.0,Golf,Hatchback,2019 Volkswagen Golf R,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.0,42193.0,Blue,"Rocklea, QLD",4.0,Hatchback,5.0,5.0,51190.0,Volkswagen Golf,2.0,QLD
Honda,2021.0,CR-V,SUV,2021 Honda CR-V VTI L7 (2WD) 7 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,13038.0,Red,"Oakleigh, VIC",4.0,SUV,4.0,7.0,46888.0,Honda CR-V,1.5,VIC
Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger XL 2.2 (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.0,69402.0,White,"Melbourne, VIC",4.0,Ute / Tray,4.0,5.0,38950.0,Ford Ranger,2.2,VIC
Honda,2019.0,CR-V,SUV,2019 Honda CR-V VTI-LX (awd),USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4,44411.0,Red,"Brooklyn, VIC",4.0,SUV,4.0,5.0,37983.0,Honda CR-V,1.5,VIC
Holden,2003.0,Commodore,Sedan,2003 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13.5,232558.0,Other,"Capalaba, QLD",8.0,Sedan,4.0,5.0,22995.0,Holden Commodore,5.7,QLD
Toyota,2011.0,Hilux,Ute / Tray,2011 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.0,291382.0,White,"Seaford, VIC",4.0,Ute / Tray,4.0,5.0,11950.0,Toyota Hilux,2.7,VIC
Ford,2010.0,Falcon,Sedan,2010 Ford Falcon XR6T 50TH Anniversary,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.7,87121.0,Blue,"Maidstone, VIC",6.0,Sedan,4.0,5.0,39880.0,Ford Falcon,4.0,VIC
Holden,2013.0,Cruze,Hatchback,2013 Holden Cruze SRI V,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.4,136565.0,Other,"Moorabbin, VIC",4.0,Hatchback,5.0,5.0,10990.0,Holden Cruze,1.6,VIC
Toyota,2021.0,Landcruiser,SUV,2021 Toyota Landcruiser Prado VX Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9,14500.0,Grey,"Essendon Fields, VIC",4.0,SUV,4.0,7.0,91880.0,Toyota Landcruiser,2.8,VIC
Mazda,2022.0,CX-5,Redland Mazda New,2022 Mazda CX-5 Maxx Sport (awd),DEMO,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5,2515.0,Red,"Capalaba, QLD",4.0,SUV,4.0,5.0,44990.0,Mazda CX-5,2.5,QLD
Suzuki,2018.0,Swift,Hatchback,2018 Suzuki Swift GL Navigator,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,62948.0,Red,"Cheltenham, VIC",4.0,Hatchback,5.0,5.0,17980.0,Suzuki Swift,1.2,VIC
Mitsubishi,2013.0,Mirage,Hatchback,2013 Mitsubishi Mirage ES,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,4.6,219845.0,Red,"Hendra, QLD",3.0,Hatchback,5.0,5.0,7990.0,Mitsubishi Mirage,1.2,QLD
Mercedes-Benz,2017.0,C200,Wagon,2017 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.6,35551.0,Black,"Brooklyn, VIC",4.0,Wagon,4.0,5.0,39233.0,Mercedes-Benz C200,2.0,VIC
Suzuki,2022.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,2022 Suzuki Swift GL Navi Plus,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,20.0,Grey,"Indooroopilly, QLD",4.0,Hatchback,5.0,5.0,28680.0,Suzuki Swift,1.2,QLD
Mitsubishi,2018.0,Outlander,SUV,2018 Mitsubishi Outlander ES 5 Seat (2WD),USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.0,97560.0,White,"Toowoomba City, QLD",4.0,SUV,4.0,5.0,25990.0,Mitsubishi Outlander,2.0,QLD
MG,2023.0,ZS,Browns Plains MG New,2023 MG ZS Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.1,7.0,Blue,"Browns Plains, QLD",4.0,SUV,4.0,5.0,24690.0,MG ZS,1.5,QLD
Hyundai,2012.0,IX35,SUV,2012 Hyundai IX35 Elite (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,9.2,123441.0,Blue,"Loganholme, QLD",4.0,SUV,4.0,5.0,15995.0,Hyundai IX35,2.4,QLD
Toyota,2010.0,Kluger,SUV,2010 Toyota Kluger KX-R (fwd) 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11.0,175121.0,Grey,"Eagle Farm, QLD",6.0,SUV,4.0,7.0,17990.0,Toyota Kluger,3.5,QLD
Mazda,2020.0,CX-8,SUV,2020 Mazda CX-8 GT (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.0,70270.0,White,"Sunbury, VIC",4.0,SUV,4.0,7.0,50999.0,Mazda CX-8,2.2,VIC
Holden,2008.0,Calais,Sedan,2008 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.0,198011.0,Red,"Brooklyn, VIC",6.0,Sedan,4.0,5.0,13999.0,Holden Calais,3.6,VIC
Holden,2019.0,Trax,SUV,2019 Holden Trax LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7,78000.0,White,"Acacia Ridge, QLD",4.0,SUV,4.0,5.0,15995.0,Holden Trax,1.4,QLD
Toyota,2020.0,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,88056.0,White,"Indooroopilly, QLD",4.0,Sedan,4.0,5.0,36895.0,Toyota Camry,2.5,QLD
Ford,2007.0,Falcon,Sedan,2007 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.9,175861.0,Silver,"Point Cook, VIC",6.0,Sedan,4.0,5.0,6999.0,Ford Falcon,4.0,VIC
Nissan,2010.0,Navara,Ute / Tray,2010 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2,138847.0,White,"Aspley, QLD",4.0,Ute / Tray,4.0,5.0,21990.0,Nissan Navara,2.5,QLD
MG,2023.0,ZST,Springwood MG - New,2023 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3,99924.6347880127,Black,"Springwood, QLD",3.0,SUV,5.0,5.0,31990.0,MG ZST,1.3,QLD
Honda,2007.0,CR-V,SUV,2007 Honda CR-V (4X4) Luxury,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,10.0,163585.0,Grey,"Kedron, QLD",4.0,SUV,4.0,5.0,10998.0,Honda CR-V,2.4,QLD
Toyota,1991.0,Landcruiser,SUV,1991 Toyota Landcruiser GXL (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0.0,450000.0,Red,"Mornington, VIC",6.0,SUV,4.0,8.0,29800.0,Toyota Landcruiser,4.2,VIC
Toyota,2018.0,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9,154378.0,White,"Woongoolba, QLD",4.0,Ute / Tray,2.0,2.0,22950.0,Toyota Hilux,2.7,QLD
Jaguar,2016.0,F-Pace,SUV,2016 Jaguar F-Pace 30D R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.0,69500.0,Red,"Sunnybank Hills, QLD",6.0,SUV,4.0,5.0,49900.0,Jaguar F-Pace,3.0,QLD
Peugeot,2007.0,207,Hatchback,2007 Peugeot 207 XR,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.3,72430.0,Red,"Hoppers Crossing, VIC",4.0,Hatchback,3.0,5.0,6499.0,Peugeot 207,1.4,VIC
Audi,2014.0,A6,Sedan,2014 Audi A6 2.0 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.0,123000.0,White,"Seventeen Mile Rocks, QLD",4.0,Sedan,4.0,5.0,20500.0,Audi A6,2.0,QLD
Ford,2013.0,Focus,Hatchback,2013 Ford Focus Titanium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.7,195242.0,Black,"Oakleigh South, VIC",4.0,Hatchback,5.0,5.0,11950.0,Ford Focus,2.0,VIC
Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2,101821.0,Grey,"Eagle Farm, QLD",4.0,SUV,4.0,7.0,24990.0,Mitsubishi Outlander,2.4,QLD
GWM,2023.0,Haval,Kedron Haval & Great Wall Online,2023 GWM Haval Jolion Premium,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1,13.0,White,"Kedron, QLD",4.0,SUV,4.0,5.0,28490.0,GWM Haval,1.5,QLD
Kia,2022.0,Cerato,Sedan,2022 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,18387.0,Blue,"Hoppers Crossing, VIC",4.0,Sedan,4.0,5.0,31990.0,Kia Cerato,2.0,VIC
Porsche,2012.0,Cayenne,SUV,2012 Porsche Cayenne Diesel,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4,170858.0,Black,"Laverton North, VIC",6.0,SUV,4.0,5.0,31999.0,Porsche Cayenne,3.0,VIC
GWM,2022.0,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",2022 GWM Haval Jolion Ultra,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1,20.0,Blue,"Moorooka, QLD",4.0,SUV,4.0,5.0,33485.0,GWM Haval,1.5,QLD
Kia,2015.0,RIO,Hatchback,2015 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.7,101000.0,Black,"Archerfield, QLD",4.0,Hatchback,5.0,5.0,11999.0,Kia RIO,1.4,QLD
Hyundai,2019.0,Kona,SUV,2019 Hyundai Kona GO (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,90655.0,White,"Brooklyn, VIC",4.0,SUV,4.0,5.0,23497.0,Hyundai Kona,2.0,VIC
Toyota,2015.0,Landcruiser,SUV,2015 Toyota Landcruiser VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3,237138.0,White,"Elsternwick, VIC",8.0,SUV,4.0,8.0,73990.0,Toyota Landcruiser,4.5,VIC
Lexus,2005.0,RX330,SUV,2005 Lexus RX330 Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,17.2,244039.0,Other,"West Footscray, VIC",6.0,SUV,4.0,5.0,15999.0,Lexus RX330,3.3,VIC
Mitsubishi,2020.0,ASX,SUV,2020 Mitsubishi ASX GSR (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9,12042.0,White,"Kedron, QLD",4.0,SUV,4.0,5.0,34267.0,Mitsubishi ASX,2.4,QLD
Hyundai,2017.0,Elantra,Sedan,2017 Hyundai Elantra Elite 2.0 MPI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,74725.0,Grey,"Chermside, QLD",4.0,Sedan,4.0,5.0,20999.0,Hyundai Elantra,2.0,QLD
MG,2021.0,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,22698.0,White,"Nundah, QLD",4.0,Hatchback,5.0,5.0,16990.0,MG MG3,1.5,QLD
Holden,2011.0,Commodore,Ute / Tray,2011 Holden Commodore SS Thunder,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.9,291307.0,Blue,"Kedron, QLD",8.0,Ute / Tray,2.0,2.0,16990.0,Holden Commodore,6.0,QLD
Honda,2021.0,HR-V,SUV,2021 Honda HR-V RS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7,12333.0,White,"Ravenhall, VIC",4.0,SUV,4.0,5.0,42990.0,Honda HR-V,1.8,VIC
Volkswagen,2018.0,Tiguan,SUV,2018 Volkswagen Tiguan Allspace 140 TDI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.0,72222.0,Black,"Moorabbin, VIC",4.0,SUV,4.0,7.0,45950.0,Volkswagen Tiguan,2.0,VIC
Mazda,2011.0,2,Hatchback,2011 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4,69271.0,White,"Brighton, VIC",4.0,Hatchback,5.0,5.0,12490.0,Mazda 2,1.5,VIC
Kia,2020.0,Sorento,SUV,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1,68754.0,Blue,"Mornington, VIC",4.0,SUV,4.0,7.0,59888.0,Kia Sorento,2.2,VIC
Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander ES Adas 5 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2,44949.0,White,"Rocklea, QLD",4.0,SUV,4.0,5.0,29990.0,Mitsubishi Outlander,2.4,QLD
MG,2023.0,HS,Brighton MG,2023 MG HS Essence X,NEW,Automatic,"4 cyl, 2 L",AWD,Unleaded,9.5,10.0,Red,"Elsternwick, VIC",4.0,SUV,4.0,5.0,41690.0,MG HS,2.0,VIC
Great,2009.0,Wall,Ute / Tray,2009 Great Wall SA220 (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Unleaded,10.8,54979.0,White,"Brooklyn, VIC",4.0,Ute / Tray,4.0,5.0,11499.0,Great Wall,2.2,VIC
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1,39781.0,White,"Rocklea, QLD",4.0,Hatchback,4.0,5.0,31105.0,Hyundai I30,1.6,QLD
BMW,2003.0,530I,Sedan,2003 BMW 530I Executive,USED,Automatic,"6 cyl, 3 L",Rear,Premium,11.3,128194.0,Blue,"Hamilton, QLD",6.0,Sedan,4.0,5.0,12999.0,BMW 530I,3.0,QLD
Nissan,2016.0,Navara,Ute / Tray,2016 Nissan Navara ST-X (4X2) (sunroof),USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,6.8,227345.0,White,"Wilston, QLD",4.0,Ute / Tray,4.0,5.0,28990.0,Nissan Navara,2.3,QLD
Hyundai,2012.0,Elantra,Sedan,2012 Hyundai Elantra Active,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,6.6,149000.0,Silver,"Underwood, QLD",4.0,Sedan,4.0,5.0,9000.0,Hyundai Elantra,1.8,QLD
Audi,2007.0,Q7,SUV,2007 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5,271314.0,Other,"West Footscray, VIC",6.0,SUV,4.0,5.0,13999.0,Audi Q7,3.0,VIC
Audi,2017.0,Q7,SUV,2017 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9,107604.0,White,"Brooklyn, VIC",6.0,SUV,4.0,7.0,49987.0,Audi Q7,3.0,VIC
GWM,2022.0,Haval,DEMO,2022 GWM Haval H6 Ultra Hybrid,DEMO,Automatic,"4 cyl, 1.5 L",Front,Hybrid,5.2,1211.0,White,"Springwood, QLD",4.0,SUV,4.0,5.0,42893.0,GWM Haval,1.5,QLD
Mitsubishi,2011.0,Lancer,Sedan,2011 Mitsubishi Lancer ES,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,175638.0,Grey,"Coorparoo, QLD",4.0,Sedan,4.0,5.0,9780.0,Mitsubishi Lancer,2.0,QLD
Ford,2015.0,Ranger,Ute / Tray,2015 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5,145129.0,White,"Toowoomba, QLD",4.0,Ute / Tray,2.0,2.0,22995.0,Ford Ranger,2.2,QLD
Holden,2010.0,Commodore,Sedan,2010 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Premium,14.6,68116.0,Black,"Hendra, QLD",8.0,Sedan,4.0,5.0,33980.0,Holden Commodore,6.0,QLD
Mazda,2018.0,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5,50915.0,Blue,"Brighton, VIC",4.0,SUV,4.0,5.0,38990.0,Mazda CX-5,2.5,VIC
Jeep,2019.0,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.0,59258.0,White,"Pinkenba, QLD",6.0,SUV,4.0,5.0,49990.0,Jeep Grand,3.6,QLD
Hyundai,2017.0,Kona,SUV,2017 Hyundai Kona Active AWD,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7,33552.0,Other,"Kedron, QLD",4.0,SUV,4.0,5.0,25498.0,Hyundai Kona,1.6,QLD
Mitsubishi,2012.0,Lancer,Hatchback,2012 Mitsubishi Lancer ES Sportback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.1,100759.0,Grey,"Yamanto, QLD",4.0,Hatchback,5.0,5.0,10990.0,Mitsubishi Lancer,2.0,QLD
Mercedes-Benz,2015.0,E250,Convertible,2015 Mercedes-Benz E250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.5,69114.0,White,"Mansfield, QLD",4.0,Convertible,2.0,4.0,42800.0,Mercedes-Benz E250,2.0,QLD
Mazda,2018.0,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9,23600.0,White,"Archerfield, QLD",4.0,Hatchback,5.0,5.0,14999.0,Mazda 2,1.5,QLD
Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,82319.0,White,"Derrimut, VIC",4.0,Sedan,4.0,5.0,36950.0,Toyota Camry,2.5,VIC
Suzuki,2023.0,Ignis,Westpoint Autos Nissan & Suzuki New Cars,2023 Suzuki Ignis GLX,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9,20.0,Other,"Indooroopilly, QLD",4.0,SUV,4.0,4.0,27180.0,Suzuki Ignis,1.2,QLD
Honda,2007.0,Accord,Sedan,2007 Honda Accord Euro Limited Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,9.4,155254.0,Blue,"Slacks Creek, QLD",4.0,Sedan,4.0,5.0,12990.0,Honda Accord,2.4,QLD
Mazda,2023.0,CX-8,Mount Gravatt Mazda New,2023 Mazda CX-8 D35 GT SP (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.0,25.0,Blue,"Mount Gravatt, QLD",4.0,SUV,4.0,7.0,69999.0,Mazda CX-8,2.2,QLD
Kia,2021.0,Stonic,SUV,2021 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7,27620.0,Black,"Windsor, QLD",4.0,SUV,4.0,5.0,25995.0,Kia Stonic,1.4,QLD
Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 GX AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8,38014.0,White,"Kedron, QLD",4.0,SUV,5.0,5.0,48894.0,Toyota RAV4,2.5,QLD
Toyota,2018.0,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8,125436.0,White,"Virginia, QLD",4.0,Sedan,4.0,5.0,25000.0,Toyota Camry,2.5,QLD
Holden,2012.0,Commodore,Wagon,2012 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.9,280129.0,Black,"Footscray, VIC",6.0,Wagon,4.0,5.0,8999.0,Holden Commodore,3.0,VIC
Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3,179171.0,Silver,"Acacia Ridge, QLD",4.0,Ute / Tray,4.0,5.0,19500.0,Mitsubishi Triton,2.5,QLD
Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,70334.0,White,"Hoppers Crossing, VIC",4.0,Hatchback,5.0,5.0,34990.0,Toyota Corolla,1.8,VIC
Kia,2019.0,RIO,Hatchback,2019 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2,44619.0,Silver,"Essendon Fields, VIC",4.0,Hatchback,5.0,5.0,20868.0,Kia RIO,1.4,VIC
Holden,2007.0,Commodore,Wagon,2007 Holden Commodore Executive,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.3,130000.0,White,"Archerfield, QLD",6.0,Wagon,4.0,5.0,9999.0,Holden Commodore,3.6,QLD
Ford,2013.0,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6,209000.0,Silver,"Acacia Ridge, QLD",4.0,Hatchback,5.0,5.0,8000.0,Ford Focus,1.6,QLD
Ssangyong,2023.0,Musso,Bay City HSV & Suzuki,2023 Ssangyong Musso Ultimate,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6,22.0,White,"Frankston, VIC",4.0,Ute / Tray,4.0,5.0,46685.0,Ssangyong Musso,2.2,VIC
Audi,2022.0,Q3,AUDI MORNINGTON,2022 Audi Q3 35 Tfsi,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2,2828.0,Grey,"Mornington, VIC",4.0,SUV,4.0,5.0,59990.0,Audi Q3,1.4,VIC
Mitsubishi,2004.0,Pajero,SUV,2004 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,0.0,269987.0,Other,"Underwood, QLD",4.0,SUV,4.0,7.0,13990.0,Mitsubishi Pajero,3.2,QLD
Hyundai,2021.0,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3,29648.0,Grey,"Elsternwick, VIC",4.0,SUV,4.0,5.0,52950.0,Hyundai Tucson,2.0,VIC
Mazda,2015.0,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4,125844.0,Red,"Slacks Creek, QLD",4.0,SUV,4.0,5.0,22990.0,Mazda CX-5,2.0,QLD
